player_name_futbin,position,card_id,season,link,player_id,dob,club_name_futbin,club_id_futbin,league,league_id,nation,rating,pac,acceleration,sprint_speed,sho,positioning,finishing,shot_power,long_shots,volleys,penalties,pas,vision,crossing,fk_accuracy,short_passing,long_passing,curve,dri,agility,balance,reactions,ball_control,dribbling,composure,def,interceptions,heading_acc,def_awareness,standing_tackle,sliding_tackle,phy,jumping,stamina,strength,aggression,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,fb_team,club_id,player_id_ustat,player_name_ustat,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,club_name_ustat,npg,npxG,xGChain,xGBuildup
Konstantinos Mavropanos,CB,26564,23,/23/player/26564/konstantinos-mavropanos,242000,11-12-1997,VfB Stuttgart,36,Bundesliga,19,Greece,78,81.0,72.0,88.0,56.0,38.0,50.0,77.0,64.0,30.0,42.0,51.0,39.0,45.0,39.0,62.0,60.0,32.0,60.0,52.0,45.0,72.0,62.0,60.0,63.0,78.0,78.0,81.0,70.0,85.0,80.0,81.0,82.0,63.0,90.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,VfB Stuttgart,92.0,6722.0,Konstantinos Mavropanos,28.0,2287.0,2.0,3.6490307804197073,1.0,1.351170682348311,49.0,16.0,7.0,1.0,D S,VfB Stuttgart,2.0,3.6490307804197073,8.236280523240566,6.167831616476178
Lukas Nmecha,ST,26493,23,/23/player/26493/lukas-nmecha,230084,14-12-1998,VfL Wolfsburg,175,Bundesliga,19,Germany,78,82.0,78.0,86.0,77.0,77.0,79.0,80.0,71.0,71.0,81.0,66.0,68.0,58.0,48.0,76.0,59.0,61.0,77.0,73.0,65.0,77.0,80.0,77.0,71.0,40.0,37.0,74.0,43.0,33.0,27.0,77.0,79.0,78.0,79.0,71.0,NULL,NULL,NULL,NULL,NULL,NULL,VfL Wolfsburg,94.0,6544.0,Lukas Nmecha,16.0,893.0,4.0,3.553670769557357,0.0,0.449071105569601,22.0,6.0,3.0,0.0,F S,Wolfsburg,4.0,3.553670769557357,4.6232008170336485,0.7894729934632778
Mohamed Simakan,CB,26463,23,/23/player/26463/mohamed-simakan,243854,03-05-2000,RB Leipzig,112172,Bundesliga,19,France,78,71.0,70.0,71.0,39.0,44.0,33.0,61.0,29.0,28.0,47.0,62.0,63.0,54.0,32.0,70.0,69.0,49.0,64.0,59.0,61.0,76.0,66.0,62.0,74.0,80.0,81.0,77.0,76.0,87.0,76.0,79.0,71.0,74.0,82.0,79.0,NULL,NULL,NULL,NULL,NULL,NULL,RB Leipzig,64.0,7551.0,Mohamed Simakan,24.0,1462.0,1.0,2.333084085956216,1.0,1.239668756723404,12.0,11.0,2.0,0.0,D S,RasenBallsport Leipzig,1.0,2.333084085956216,4.416493048891425,3.202450942248106
Amadou Haidara,CM,26461,23,/23/player/26461/amadou-haidara,238463,31-01-1998,RB Leipzig,112172,Bundesliga,19,Mali,78,70.0,74.0,66.0,72.0,74.0,69.0,77.0,77.0,61.0,62.0,76.0,77.0,74.0,62.0,80.0,75.0,75.0,80.0,78.0,76.0,78.0,81.0,81.0,76.0,68.0,76.0,50.0,68.0,69.0,62.0,70.0,76.0,81.0,65.0,69.0,NULL,NULL,NULL,NULL,NULL,NULL,RB Leipzig,64.0,7501.0,Amadou Haidara,31.0,1418.0,2.0,2.706375576555729,1.0,1.3238185830414295,19.0,12.0,7.0,0.0,M S,RasenBallsport Leipzig,2.0,2.706375576555729,7.044573534280062,5.077068915590644
Marcel Halstenberg,CB,26459,23,/23/player/26459/marcel-halstenberg,210665,27-09-1991,RB Leipzig,112172,Bundesliga,19,Germany,78,63.0,55.0,69.0,66.0,63.0,59.0,79.0,69.0,60.0,73.0,73.0,65.0,80.0,75.0,76.0,62.0,77.0,71.0,61.0,59.0,77.0,74.0,71.0,74.0,76.0,73.0,80.0,76.0,78.0,73.0,80.0,84.0,82.0,79.0,77.0,NULL,NULL,NULL,NULL,NULL,NULL,RB Leipzig,64.0,5254.0,Marcel Halstenberg,31.0,1562.0,1.0,1.600805081427097,1.0,2.027093281969428,9.0,19.0,2.0,0.0,D S,RasenBallsport Leipzig,1.0,1.600805081427097,8.040307074785233,6.051198270171881
Piero Hincapié,LB,26325,23,/23/player/26325/piero-hincapie,256197,09-01-2002,Leverkusen,32,Bundesliga,19,Ecuador,78,83.0,79.0,86.0,39.0,55.0,40.0,50.0,27.0,29.0,33.0,64.0,53.0,55.0,32.0,78.0,74.0,56.0,71.0,73.0,65.0,74.0,73.0,70.0,76.0,78.0,77.0,76.0,76.0,79.0,84.0,74.0,80.0,74.0,74.0,71.0,NULL,NULL,NULL,NULL,NULL,NULL,Leverkusen,47.0,9911.0,Piero Hincapié,30.0,2470.0,1.0,1.3324642069637775,1.0,1.3067817650735378,16.0,10.0,9.0,3.0,D M S,Bayer Leverkusen,1.0,1.3324642069637775,8.78414343483746,7.831875195726752
Ludovic Ajorque,ST,51902,23,/23/player/51902/ludovic-ajorque,219733,25-02-1994,1. FSV Mainz 05,169,Bundesliga,19,France,79,73.0,69.0,76.0,79.0,83.0,83.0,79.0,70.0,75.0,77.0,61.0,69.0,50.0,51.0,69.0,48.0,57.0,70.0,55.0,31.0,79.0,77.0,72.0,75.0,43.0,38.0,83.0,40.0,38.0,35.0,84.0,74.0,78.0,90.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,1. FSV Mainz 05,3.0,6905.0,Ludovic Ajorque,17.0,1243.0,6.0,4.543117884546518,1.0,1.8128424733877184,32.0,13.0,5.0,0.0,F M S,Mainz 05,6.0,4.543117884546518,7.654449883848429,2.897698262706399
Jonas Omlin,GK,51296,23,/23/player/51296/jonas-omlin,223550,10-01-1994,M'gladbach,23,Bundesliga,19,Switzerland,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.0,75.0,73.0,82.0,52.0,51.0,M'gladbach,50.0,8678.0,Jonas Omlin,15.0,1290.0,0.0,0.0,0.0,0.1009339243173599,0.0,2.0,0.0,0.0,GK,Borussia M.Gladbach,0.0,0.0,2.201643444597721,2.100709518417716
Benjamin Pavard,RB,27100,23,/23/player/27100/benjamin-pavard,226851,28-03-1996,FC Bayern,21,Bundesliga,19,France,79,66.0,68.0,65.0,55.0,58.0,43.0,75.0,56.0,73.0,51.0,72.0,66.0,76.0,51.0,77.0,74.0,63.0,71.0,66.0,66.0,79.0,75.0,68.0,77.0,81.0,80.0,84.0,78.0,85.0,78.0,78.0,86.0,78.0,78.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,FC Bayern,30.0,3363.0,Benjamin Pavard,30.0,2433.0,4.0,2.2471003998070955,1.0,2.9406278133392334,34.0,20.0,6.0,0.0,D S,Bayern Munich,4.0,2.2471003998070955,20.86132932454348,19.75163858383894
Anthony Modeste,ST,27099,23,/23/player/27099/anthony-modeste,182212,14-04-1988,Dortmund,22,Bundesliga,19,France,79,69.0,65.0,73.0,78.0,85.0,83.0,77.0,68.0,75.0,77.0,63.0,63.0,62.0,56.0,67.0,55.0,66.0,70.0,66.0,62.0,82.0,72.0,69.0,77.0,35.0,18.0,88.0,39.0,31.0,19.0,79.0,86.0,67.0,86.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Dortmund,24.0,137.0,Anthony Modeste,19.0,794.0,2.0,3.454763725399971,1.0,0.8842783905565739,21.0,6.0,4.0,0.0,F S,Borussia Dortmund,2.0,3.454763725399971,4.190358635038137,0.753995705395937
Karim Bellarabi,RM,27055,23,/23/player/27055/karim-bellarabi,202857,08-04-1990,Leverkusen,32,Bundesliga,19,Germany,79,86.0,85.0,87.0,75.0,75.0,74.0,82.0,77.0,73.0,57.0,72.0,75.0,78.0,58.0,72.0,62.0,72.0,81.0,78.0,78.0,77.0,81.0,83.0,80.0,39.0,43.0,51.0,39.0,33.0,35.0,72.0,75.0,69.0,71.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Leverkusen,47.0,186.0,Karim Bellarabi,8.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M S,Bayer Leverkusen,0.0,0.0,0.3166132941842079,0.3166132941842079
Manuel Riemann,GK,27037,23,/23/player/27037/manuel-riemann,199339,09-09-1988,VfL Bochum,160,Bundesliga,19,Germany,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0,74.0,85.0,82.0,52.0,45.0,VfL Bochum,93.0,9702.0,Manuel Riemann,34.0,3060.0,0.0,0.0196764003485441,0.0,0.1133483983576297,1.0,2.0,3.0,0.0,GK,Bochum,0.0,0.0196764003485441,6.019377781078219,5.906032023951411
Ellyes Skhiri,CDM,27020,23,/23/player/27020/ellyes-skhiri,225126,10-05-1995,1. FC Köln,31,Bundesliga,19,Tunisia,79,68.0,65.0,70.0,72.0,68.0,73.0,75.0,72.0,60.0,58.0,71.0,67.0,67.0,55.0,77.0,71.0,72.0,75.0,74.0,64.0,78.0,77.0,74.0,75.0,79.0,85.0,75.0,80.0,77.0,73.0,75.0,76.0,91.0,67.0,77.0,NULL,NULL,NULL,NULL,NULL,NULL,1. FC Köln,2.0,3347.0,Ellyes Skhiri,32.0,2859.0,7.0,5.808995292522013,1.0,1.712702731601894,32.0,25.0,5.0,0.0,M,FC Cologne,7.0,5.808995292522013,10.647969525307415,7.378694258630276
Donyell Malen,ST,27017,23,/23/player/27017/donyell-malen,231447,19-01-1999,Dortmund,22,Bundesliga,19,Netherlands,79,88.0,90.0,86.0,78.0,79.0,79.0,85.0,72.0,75.0,74.0,72.0,77.0,71.0,61.0,75.0,64.0,76.0,83.0,86.0,84.0,80.0,83.0,84.0,77.0,35.0,31.0,69.0,29.0,33.0,35.0,73.0,77.0,78.0,74.0,62.0,NULL,NULL,NULL,NULL,NULL,NULL,Dortmund,24.0,9749.0,Donyell Malen,26.0,1754.0,9.0,10.436273377388716,6.0,5.750813579186797,62.0,29.0,0.0,0.0,F M S,Borussia Dortmund,9.0,10.436273377388716,19.17952760308981,5.908795783296228
Salih Özcan,CDM,27009,23,/23/player/27009/salih-ozcan,235407,11-01-1998,Dortmund,22,Bundesliga,19,Turkey,79,77.0,78.0,76.0,62.0,68.0,66.0,65.0,53.0,51.0,57.0,72.0,74.0,62.0,53.0,78.0,76.0,59.0,77.0,78.0,84.0,76.0,76.0,77.0,76.0,76.0,81.0,72.0,75.0,76.0,74.0,81.0,74.0,83.0,80.0,84.0,NULL,NULL,NULL,NULL,NULL,NULL,Dortmund,24.0,5294.0,Salih Özcan,26.0,1570.0,0.0,0.9669527672231196,1.0,0.649039376527071,3.0,10.0,6.0,0.0,M S,Borussia Dortmund,0.0,0.9669527672231196,9.854258436709642,8.718065526336432
Julian Weigl,CM,26697,23,/23/player/26697/julian-weigl,222028,08-09-1995,M'gladbach,23,Bundesliga,19,Germany,79,59.0,67.0,52.0,64.0,69.0,65.0,68.0,61.0,57.0,52.0,75.0,79.0,59.0,46.0,84.0,83.0,63.0,77.0,76.0,65.0,82.0,80.0,76.0,83.0,79.0,80.0,65.0,81.0,81.0,80.0,75.0,68.0,85.0,68.0,83.0,NULL,NULL,NULL,NULL,NULL,NULL,M'gladbach,50.0,372.0,Julian Weigl,23.0,1892.0,1.0,0.9302280703559518,0.0,0.5656399503350258,8.0,6.0,6.0,0.0,M S,Borussia M.Gladbach,0.0,0.1725317994132638,7.779653295874596,7.725211024284363
Lars Stindl,CAM,26695,23,/23/player/26695/lars-stindl,187072,26-08-1988,M'gladbach,23,Bundesliga,19,Germany,79,55.0,55.0,55.0,79.0,84.0,78.0,80.0,79.0,85.0,75.0,79.0,83.0,74.0,75.0,81.0,78.0,77.0,79.0,70.0,79.0,83.0,82.0,79.0,80.0,60.0,60.0,65.0,59.0,62.0,55.0,74.0,72.0,75.0,73.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,M'gladbach,50.0,208.0,Lars Stindl,29.0,1761.0,8.0,5.814497446641326,7.0,5.840890821069479,50.0,40.0,9.0,0.0,M S,Borussia M.Gladbach,8.0,5.814497446641326,14.786454452201724,6.406254107132554
Ryan Gravenberch,CM,26646,23,/23/player/26646/ryan-gravenberch,246104,16-05-2002,FC Bayern,21,Bundesliga,19,Netherlands,79,77.0,76.0,78.0,76.0,74.0,76.0,78.0,79.0,69.0,58.0,78.0,80.0,75.0,69.0,80.0,78.0,74.0,83.0,80.0,77.0,73.0,85.0,84.0,76.0,68.0,74.0,58.0,69.0,69.0,59.0,72.0,72.0,81.0,75.0,52.0,NULL,NULL,NULL,NULL,NULL,NULL,FC Bayern,30.0,10697.0,Ryan Gravenberch,24.0,527.0,0.0,0.7752301301807165,0.0,0.3644072394818067,11.0,9.0,1.0,0.0,M S,Bayern Munich,0.0,0.7752301301807165,5.134856633841991,4.252635369077325
Josip Brekalo,CF,26466,23,/23/player/26466/josip-brekalo,234711,23-06-1998,VfL Wolfsburg,175,Bundesliga,19,Croatia,79,81.0,84.0,79.0,76.0,79.0,76.0,79.0,78.0,70.0,64.0,76.0,74.0,77.0,77.0,78.0,73.0,80.0,84.0,87.0,83.0,76.0,84.0,84.0,77.0,38.0,30.0,45.0,35.0,42.0,40.0,55.0,63.0,72.0,52.0,41.0,NULL,NULL,NULL,NULL,NULL,NULL,VfL Wolfsburg,94.0,5353.0,Josip Brekalo,6.0,269.0,0.0,0.0849440013989806,1.0,0.2671682983636856,2.0,5.0,0.0,0.0,F M S,Wolfsburg,0.0,0.0849440013989806,0.3983403062447905,0.2692177034914493
Dominik Szoboszlai,CAM,26408,23,/23/player/26408/dominik-szoboszlai,236772,25-10-2000,RB Leipzig,112172,Bundesliga,19,Hungary,79,77.0,78.0,77.0,79.0,70.0,73.0,87.0,87.0,82.0,79.0,81.0,80.0,81.0,87.0,79.0,79.0,90.0,80.0,77.0,63.0,76.0,83.0,81.0,80.0,34.0,32.0,58.0,35.0,30.0,25.0,64.0,69.0,74.0,69.0,40.0,NULL,NULL,NULL,NULL,NULL,NULL,RB Leipzig,64.0,9788.0,Dominik Szoboszlai,31.0,2461.0,6.0,5.183287084102631,7.0,9.276841456070542,61.0,72.0,3.0,2.0,F M S,RasenBallsport Leipzig,5.0,4.425510384142399,19.720009319484237,10.23229293897748
Daley Blind,CB,50718,23,/23/player/50718/daley-blind,190815,09-03-1990,FC Bayern,21,Bundesliga,19,Netherlands,80,42.0,45.0,40.0,62.0,66.0,56.0,74.0,64.0,66.0,54.0,82.0,82.0,80.0,62.0,85.0,84.0,84.0,79.0,71.0,72.0,82.0,83.0,77.0,83.0,81.0,85.0,76.0,81.0,80.0,80.0,70.0,77.0,73.0,71.0,64.0,NULL,NULL,NULL,NULL,NULL,NULL,FC Bayern,30.0,548.0,Daley Blind,4.0,126.0,0.0,0.0419234000146389,0.0,0.1018759980797767,1.0,2.0,0.0,0.0,D S,Bayern Munich,0.0,0.0419234000146389,1.304740995168686,1.225990042090416
Daichi Kamada,CAM,26990,23,/23/player/26990/daichi-kamada,232730,05-08-1996,Frankfurt,1824,Bundesliga,19,Japan,80,74.0,82.0,68.0,68.0,79.0,69.0,61.0,67.0,66.0,72.0,79.0,84.0,75.0,68.0,81.0,80.0,76.0,83.0,85.0,81.0,74.0,83.0,85.0,80.0,46.0,43.0,53.0,47.0,47.0,40.0,61.0,67.0,74.0,57.0,52.0,NULL,NULL,NULL,NULL,NULL,NULL,Frankfurt,35.0,6145.0,Daichi Kamada,32.0,2279.0,9.0,8.885730244219303,6.0,3.55752938054502,44.0,34.0,3.0,0.0,M S,Eintracht Frankfurt,6.0,6.612399263307452,17.701268509030342,10.873036798089744
Mark Flekken,GK,26989,23,/23/player/26989/mark-flekken,211738,13-06-1993,SC Freiburg,25,Bundesliga,19,Netherlands,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.0,76.0,81.0,82.0,31.0,36.0,SC Freiburg,77.0,7047.0,Mark Flekken,34.0,3060.0,0.0,0.0,0.0,0.5663741230964661,0.0,4.0,0.0,0.0,GK,Freiburg,0.0,0.0,4.181364476680756,3.9041163437068462
Charles Aránguiz,CDM,26973,23,/23/player/26973/charles-aranguiz,199042,17-04-1989,Leverkusen,32,Bundesliga,19,Chile,80,46.0,54.0,40.0,71.0,68.0,66.0,78.0,77.0,68.0,75.0,79.0,79.0,77.0,75.0,81.0,82.0,75.0,77.0,78.0,86.0,81.0,78.0,74.0,73.0,76.0,83.0,53.0,80.0,75.0,75.0,71.0,61.0,77.0,64.0,84.0,NULL,NULL,NULL,NULL,NULL,NULL,Leverkusen,47.0,454.0,Charles Aránguiz,10.0,497.0,1.0,0.2302397042512893,0.0,0.2118978044018149,5.0,3.0,1.0,0.0,M S,Bayer Leverkusen,1.0,0.2302397042512893,2.5478187948465347,2.17503559589386
Christian Günter,LB,26971,23,/23/player/26971/christian-gunter,209846,28-02-1993,SC Freiburg,25,Bundesliga,19,Germany,80,80.0,77.0,82.0,58.0,66.0,51.0,74.0,63.0,39.0,46.0,71.0,59.0,86.0,68.0,73.0,64.0,77.0,71.0,64.0,64.0,78.0,71.0,73.0,71.0,75.0,77.0,67.0,74.0,77.0,75.0,82.0,53.0,88.0,81.0,84.0,NULL,NULL,NULL,NULL,NULL,NULL,SC Freiburg,77.0,4243.0,Christian Günter,33.0,2752.0,1.0,1.7878065453842282,4.0,4.898587743751705,27.0,61.0,5.0,0.0,D M S,Freiburg,1.0,1.7878065453842282,9.596133073791862,5.097803715616465
Sardar Azmoun,ST,26957,23,/23/player/26957/sardar-azmoun,213955,01-01-1995,Leverkusen,32,Bundesliga,19,Iran,80,78.0,79.0,77.0,77.0,82.0,82.0,77.0,70.0,79.0,55.0,70.0,75.0,64.0,50.0,77.0,63.0,71.0,78.0,77.0,76.0,81.0,81.0,76.0,79.0,40.0,34.0,84.0,39.0,33.0,32.0,73.0,90.0,68.0,77.0,67.0,NULL,NULL,NULL,NULL,NULL,NULL,Leverkusen,47.0,2774.0,Sardar Azmoun,23.0,898.0,4.0,4.195837607607245,1.0,2.982987130060792,28.0,14.0,1.0,0.0,F M S,Bayer Leverkusen,4.0,4.195837607607245,7.222147917374968,0.7968364469707012
Thorgan Hazard,LM,26943,23,/23/player/26943/thorgan-hazard,203486,29-03-1993,Dortmund,22,Bundesliga,19,Belgium,80,77.0,82.0,72.0,76.0,79.0,74.0,77.0,76.0,77.0,79.0,79.0,78.0,79.0,79.0,80.0,75.0,82.0,83.0,86.0,87.0,81.0,82.0,83.0,78.0,53.0,63.0,42.0,58.0,45.0,53.0,65.0,60.0,76.0,63.0,57.0,NULL,NULL,NULL,NULL,NULL,NULL,Dortmund,24.0,213.0,Thorgan Hazard,14.0,440.0,0.0,1.6576167549937963,0.0,1.010751306079328,8.0,11.0,1.0,0.0,D M S,Borussia Dortmund,0.0,1.6576167549937963,2.9991787243634462,0.8723939917981625
Mahmoud Dahoud,CM,26934,23,/23/player/26934/mahmoud-dahoud,218339,01-01-1996,Dortmund,22,Bundesliga,19,Germany,80,70.0,78.0,63.0,69.0,69.0,63.0,81.0,77.0,66.0,55.0,77.0,80.0,67.0,53.0,83.0,79.0,78.0,85.0,87.0,87.0,80.0,84.0,86.0,75.0,67.0,78.0,44.0,74.0,64.0,59.0,70.0,71.0,90.0,59.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,Dortmund,24.0,205.0,Mahmoud Dahoud,9.0,328.0,0.0,0.2455215007066726,0.0,0.3803223073482513,6.0,4.0,1.0,0.0,M S,Borussia Dortmund,0.0,0.2455215007066726,2.4283393565565348,1.947038745507598
Marcel Sabitzer,CM,26912,23,/23/player/26912/marcel-sabitzer,204923,17-03-1994,FC Bayern,21,Bundesliga,19,Austria,80,72.0,73.0,71.0,81.0,77.0,79.0,85.0,85.0,81.0,72.0,79.0,80.0,74.0,78.0,82.0,81.0,76.0,79.0,74.0,77.0,80.0,82.0,79.0,79.0,66.0,65.0,60.0,69.0,68.0,59.0,76.0,69.0,80.0,75.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,FC Bayern,30.0,5248.0,Marcel Sabitzer,15.0,622.0,1.0,1.0313598802313209,1.0,0.2817846015095711,15.0,6.0,2.0,0.0,M S,Bayern Munich,1.0,1.0313598802313209,5.416687596589327,4.288550337776542
Djibril Sow,CM,26909,23,/23/player/26909/djibril-sow,229752,06-02-1997,Frankfurt,1824,Bundesliga,19,Switzerland,80,77.0,76.0,78.0,69.0,75.0,69.0,72.0,70.0,66.0,58.0,77.0,78.0,70.0,62.0,81.0,83.0,68.0,78.0,75.0,73.0,78.0,82.0,76.0,81.0,77.0,80.0,63.0,77.0,79.0,74.0,79.0,72.0,87.0,75.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,Frankfurt,35.0,2624.0,Djibril Sow,32.0,2664.0,4.0,1.9447151282802224,0.0,1.1121019199490547,28.0,18.0,9.0,0.0,M S,Eintracht Frankfurt,4.0,1.9447151282802224,14.30460869986564,11.94368753861636
Florian Neuhaus,CM,26694,23,/23/player/26694/florian-neuhaus,234943,16-03-1997,M'gladbach,23,Bundesliga,19,Germany,80,68.0,64.0,72.0,73.0,70.0,73.0,75.0,80.0,63.0,53.0,79.0,81.0,68.0,55.0,84.0,85.0,77.0,80.0,79.0,78.0,79.0,80.0,80.0,75.0,66.0,72.0,51.0,67.0,67.0,64.0,67.0,54.0,81.0,65.0,60.0,NULL,NULL,NULL,NULL,NULL,NULL,M'gladbach,50.0,7065.0,Florian Neuhaus,23.0,1408.0,1.0,1.7601174786686895,0.0,2.6257726550102234,28.0,15.0,2.0,0.0,M S,Borussia M.Gladbach,1.0,1.7601174786686895,8.51011537015438,4.909894483163953
Maximilian Arnold,CDM,26492,23,/23/player/26492/maximilian-arnold,206511,27-05-1994,VfL Wolfsburg,175,Bundesliga,19,Germany,80,65.0,63.0,66.0,80.0,76.0,75.0,88.0,87.0,84.0,57.0,78.0,78.0,69.0,81.0,79.0,82.0,83.0,78.0,68.0,67.0,81.0,81.0,78.0,79.0,76.0,79.0,58.0,78.0,79.0,74.0,75.0,61.0,81.0,73.0,77.0,NULL,NULL,NULL,NULL,NULL,NULL,VfL Wolfsburg,94.0,153.0,Maximilian Arnold,32.0,2793.0,5.0,4.634974149055779,3.0,5.049588920548558,35.0,44.0,5.0,0.0,M,Wolfsburg,2.0,0.8460893603041768,10.55605716817081,8.64874707069248
Max Kruse,CF,26471,23,/23/player/26471/max-kruse,183574,19-03-1988,VfL Wolfsburg,175,Bundesliga,19,Germany,80,51.0,51.0,51.0,81.0,85.0,81.0,81.0,79.0,80.0,91.0,81.0,85.0,79.0,69.0,83.0,80.0,83.0,82.0,72.0,76.0,84.0,84.0,83.0,87.0,40.0,34.0,63.0,43.0,36.0,29.0,64.0,65.0,50.0,73.0,58.0,NULL,NULL,NULL,NULL,NULL,NULL,VfL Wolfsburg,94.0,155.0,Max Kruse,5.0,261.0,0.0,0.6018323972821236,0.0,0.0879366993904113,9.0,3.0,0.0,0.0,M S,Wolfsburg,0.0,0.6018323972821236,1.4237679988145828,0.92067339271307
Ridle Baku,RM,26470,23,/23/player/26470/ridle-baku,240709,08-04-1998,VfL Wolfsburg,175,Bundesliga,19,Germany,80,82.0,83.0,82.0,73.0,76.0,74.0,77.0,73.0,63.0,60.0,73.0,75.0,79.0,48.0,74.0,69.0,79.0,81.0,82.0,90.0,78.0,78.0,83.0,76.0,70.0,74.0,49.0,74.0,70.0,75.0,78.0,73.0,91.0,73.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,VfL Wolfsburg,94.0,6708.0,Bote Baku,33.0,2583.0,5.0,3.2185200499370694,3.0,3.307960799895227,28.0,27.0,6.0,0.0,D F M S,Wolfsburg,5.0,3.2185200499370694,15.9585737939924,10.979391114786267
Kevin Kampl,CM,26462,23,/23/player/26462/kevin-kampl,195365,09-10-1990,RB Leipzig,112172,Bundesliga,19,Slovenia,80,69.0,79.0,61.0,66.0,70.0,62.0,69.0,72.0,68.0,64.0,81.0,80.0,72.0,75.0,87.0,80.0,80.0,83.0,90.0,82.0,81.0,82.0,83.0,82.0,62.0,75.0,34.0,66.0,58.0,59.0,62.0,67.0,86.0,47.0,66.0,NULL,NULL,NULL,NULL,NULL,NULL,RB Leipzig,64.0,188.0,Kevin Kampl,30.0,1366.0,2.0,0.7337436862289906,2.0,1.1259861383587122,7.0,12.0,8.0,0.0,M S,RasenBallsport Leipzig,2.0,0.7337436862289906,7.890383210033178,6.538844563066959
Xaver Schlager,CDM,26460,23,/23/player/26460/xaver-schlager,233195,28-09-1997,RB Leipzig,112172,Bundesliga,19,Austria,80,67.0,74.0,62.0,70.0,75.0,66.0,78.0,76.0,60.0,56.0,73.0,78.0,59.0,60.0,79.0,77.0,70.0,77.0,78.0,77.0,81.0,77.0,76.0,74.0,73.0,83.0,44.0,75.0,74.0,69.0,81.0,63.0,85.0,80.0,85.0,NULL,NULL,NULL,NULL,NULL,NULL,RB Leipzig,64.0,7783.0,Xaver Schlager,22.0,1504.0,1.0,0.5458100996911526,1.0,0.973279032856226,5.0,8.0,2.0,0.0,M S,RasenBallsport Leipzig,1.0,0.5458100996911526,10.896394051611423,9.585913009941578
Lukas Klostermann,CB,26458,23,/23/player/26458/lukas-klostermann,222331,03-06-1996,RB Leipzig,112172,Bundesliga,19,Germany,80,86.0,79.0,91.0,50.0,68.0,55.0,58.0,31.0,41.0,32.0,64.0,55.0,72.0,22.0,74.0,63.0,47.0,71.0,63.0,60.0,81.0,73.0,71.0,68.0,82.0,81.0,78.0,84.0,81.0,86.0,78.0,82.0,82.0,77.0,72.0,NULL,NULL,NULL,NULL,NULL,NULL,RB Leipzig,64.0,5358.0,Lukas Klostermann,15.0,898.0,0.0,0.2889015795662999,0.0,0.111005999147892,6.0,1.0,0.0,0.0,D S,RasenBallsport Leipzig,0.0,0.2889015795662999,3.109500966966152,2.907434955239296
Jeremie Frimpong,RB,26403,23,/23/player/26403/jeremie-frimpong,253149,10-12-2000,Leverkusen,32,Bundesliga,19,Netherlands,80,94.0,96.0,93.0,54.0,76.0,57.0,53.0,48.0,43.0,39.0,73.0,75.0,83.0,47.0,75.0,58.0,74.0,83.0,91.0,90.0,76.0,79.0,85.0,71.0,72.0,71.0,49.0,73.0,77.0,74.0,70.0,72.0,84.0,61.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,Leverkusen,47.0,9328.0,Jeremie Frimpong,34.0,2727.0,8.0,8.343600986525416,7.0,5.546072905883193,38.0,45.0,4.0,0.0,D M S,Bayer Leverkusen,8.0,8.343600986525416,18.80026740022004,6.1089749513193965
